"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Equatorial Guinea","GNQ","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.49262225","4.30910871","5.05431585","10.71111899","13.79227465","10.50189642","18.09118854","13.57788943","14.40836938","9.19601085","4.52920616","1.50786855","4.07086911","","",
"Greece","GRC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.26707654","0.49740556","4.34896843","2.83757866","15.04656727","22.16656283","23.86552801","","",
"Grenada","GRD","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.28939215","7.27293091","7.25505133","7.23556279","5.41181768","5.39641527","12.64350377","10.1186275","19.68917826","6.55541635","11.1666258","14.64914832","14.59276324","14.53379089","14.27715794","19.38105464","","",
"Greenland","GRL","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.86968783","3.28662024","3.35102132","4.81542326","3.14679676","3.32085191","7.23595352","6.55401113","4.81638597","6.69276875","6.46373221","6.83086004","8.95279641","6.96118839","6.91169345","4.65399151","","",
"Guam","GUM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6771965","1.85925979","1.84678035","2.10922833","2.26936625","3.20979155","12.12941242","14.60878155","21.3705008","29.36429613","27.8931049","32.10309811","26.10129302","17.35063195","17.66985711","14.68516684","","",
"High income","HIC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.717202365073992","0.827680188440512","0.643866620640428","0.760366378750616","","",
"Hong Kong SAR, China","HKG","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2928096","1.87281584","3.31530564","6.89856777","7.15779535","5.51638899","3.24920404","6.00097904","8.72178046","10.06438272","9.84880313","8.55759028","9.97713815","10.60046745","12.66223927","12.44870499","","",
"Heavily indebted poor countries (HIPC)","HPC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.78934666747045","2.79379152488986","2.91496617538271","2.75392639779003","3.61539746871819","4.59118042272082","5.67999995288455","6.54570790381396","7.69957417780381","8.30395471003935","10.4056161608405","11.232810297875","10.7146165807976","10.3363656328121","11.4954870824443","11.2290112805069","","",
"Croatia","HRV","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.23966805","1.88622497","0.90001928","3.27043513","4.71427787","0.15697847","6.46319895","0.12633891","0.05340318","0","0","0.04091588","0.10342555","","",
"Haiti","HTI","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.44834867","9.43429493","7.12025378","6.03811835","9.06561219","9.01941002","11.97229887","21.55458132","24.97695557","31.96241509","42.90144772","51.74388023","47.95660064","27.80670747","28.97449533","26.18457779","","",
"Hungary","HUN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"IBRD only","IBD","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.427446717028163","0.695160815672992","0.637197481506127","0.747650987461609","0.869529136656341","0.971109693892758","1.00282124251862","1.21337260639959","1.15415327284038","1.49981227699277","1.01647699723766","1.38742603263232","1.38884483998677","","",
"IDA & IBRD total","IBT","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.754601722109167","1.06655413817866","1.17024636117389","1.40759986218156","1.6447299824887","1.9269745336338","2.11915958421851","2.73893554464625","2.79712087768402","3.09061297138","2.92514869150055","3.45441331823808","3.24771514515996","","",
"IDA total","IDA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6379153299785","1.71696345992471","1.83856867420806","1.84879366396842","2.29974342999626","2.91787809223526","3.54924520166825","4.13160922952833","4.95390717964438","5.48684037668527","7.23487949626425","7.57729209373612","7.61972541338052","8.41567454514816","9.32051926996131","8.45249350507931","","",
"IDA blend","IDB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.09296944257498","1.04087010676823","1.53779268840651","1.68995024085344","2.22283388179807","2.78439795603281","3.06648742045003","5.43276209586043","5.41907713814526","5.90543332872669","8.03210216057997","8.74741492416331","6.77768681799107","","",
"Indonesia","IDN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00330903","0.32696715","0.51075202","0.54175536","0.61585394","0.92554232","0.69368776","1.02986329","1.20607137","1.05196617","1.03280131","1.18854114","1.11373138","0.68309568","","",
"IDA only","IDX","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.87546156595176","1.99660780663551","2.11416102760067","2.2191155378746","2.91550848581334","3.59212744234928","4.456988394882","5.06336018651448","6.01326511731169","6.66945996506968","8.14517308861281","8.6692937668662","8.47816662620827","8.61196640205193","9.61379280719168","9.30948454413963","","",
"Isle of Man","IMN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.49781491","0.46261201","0.49795327","0.33517666","0.56176517","0.4250984","0.42553518","0.54407552","0.71072127","0.39122908","0.43916267","0.42378432","0.46233539","0.15189335","0.42728546","0.56231311","","",
"Not classified","INX","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","",
"Iran, Islamic Rep.","IRN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","3.6874355","0","0","0","0.01406225","1.32093439","1.42926398","1.37672727","0.4176095","","",
"Iceland","ISL","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Israel","ISR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.65786511","23.10210692","29.52996759","26.2773027","28.48861756","32.3461484","33.34776343","35.37520699","","","","",
"Italy","ITA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6757139","4.89716493","4.26811563","3.72799675","3.1977402","4.96634256","5.18844744","7.07794333","6.19056951","6.77569131","8.19563377","9.83367835","8.02847079","7.3981718","10.5792782","6.63033086","","",
"Jordan","JOR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.14580043","4.61694143","3.7345004","6.27235709","26.49859184","5.67718345","10.2201601","7.515422","4.12540395","12.80200244","13.92294208","11.89987107","19.03175311","18.58188591","17.74691765","17.22254369","","",
"Japan","JPN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Kazakhstan","KAZ","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5317854","0.75326383","0.58574495","0.69309817","0.89811301","0.63429463","1.29909573","3.21141507","3.04392248","2.93743565","3.07756491","1.81916661","1.36157191","","",
"Kenya","KEN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.02731881","1.00076647","0.97416449","1.91026011","2.55851998","3.90604739","4.97991357","7.69106211","8.87598974","11.23966526","19.3700644","10.6821583","13.92109761","16.09907202","15.01631975","13.09011065","","",
"Kyrgyz Republic","KGZ","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","2.23311498","4.28365247","2.32564044","4.66290204","6.39013408","5.07460359","7.35117418","5.91674795","4.19805582","7.48966999","5.68300729","6.08573592","6.35245839","","",
"Cambodia","KHM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63454855","2.02378989","1.80454995","2.90704295","4.86777743","4.69788439","6.52230931","9.01056053","13.68204518","15.93671425","12.37204504","11.41530596","13.38820326","11.9534719","11.46443112","13.32701183","","",
"Kiribati","KIR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1.45912488","1.0559258","1.32343924","19.89218651","26.75965879","46.4390871","59.55927798","7.23814975","2.26690007","11.07151424","23.30437732","22.44200878","0","","",
"St. Kitts and Nevis","KNA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05794067","0.0571646","0.05636672","0.05557435","4.74169811","0.45541133","0.0534241","1.37510797","27.71525074","28.69096535","11.57587715","14.34509693","21.45959378","28.62818121","7.2118722","0.04842691","","",
"Korea, Rep.","KOR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Kuwait","KWT","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Latin America & Caribbean (excluding high income)","LAC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.11288025312541","1.75166192422212","1.5946443624381","1.456568983331","2.4872696651496","1.61614472971229","2.26141496250747","2.60058328241073","2.71349898276723","3.92665405383998","4.9730900674063","5.04752707121984","8.26680841846292","3.81634257194564","6.128929538969","7.1347399387141","","",
"Lao PDR","LAO","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14758146","1.35563016","1.628149","2.01914805","3.27769634","3.39160457","4.99550737","5.93200877","5.43359242","6.63157896","5.67034642","7.59530843","8.91435607","8.3829825","7.78539186","8.98710683","","",
"Lebanon","LBN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.13592487","3.74899716","1.92687539","4.16830468","5.45036322","5.68142398","4.70809169","4.87973183","4.46902755","4.1802299","5.3459772","5.30945702","8.81206803","","",
"Liberia","LBR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.08949313","1.52592349","1.30937609","1.35837709","3.01083172","5.08271546","5.43820945","8.52513205","7.66284028","16.44486289","16.64502643","17.12819193","16.63807951","18.99845823","43.67102219","49.14456836","","",
"Libya","LBY","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0.08303096","0.18256896","0.09952953","0.0015182","0","","","","","","",
"St. Lucia","LCA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17521615","0.17354099","0.70521335","1.14193685","1.92168923","0.79384781","1.97544239","7.50457893","3.78113107","9.96370642","21.76726918","8.59433299","88.79641705","68.37622824","34.7901667","26.27560922","","",
"Latin America & Caribbean","LCN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.90949332984359","1.60936923774402","1.47935453227188","1.39869166696476","2.44779368363003","1.87428753511378","2.1514038337626","2.38036050765117","2.97958760234433","3.60930827025882","4.64359253110956","4.73983922029584","7.61120504469135","3.78324063483803","5.71220883337829","6.72561284677516","","",
"Least developed countries: UN classification","LDC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75140495414337","1.87582482760375","1.95385125531235","2.03677955006252","2.71472986135933","3.44073471961558","4.39874517951385","4.95614229274837","5.91946373854299","6.58868735538074","8.08999821829658","8.65960678000496","8.41632143628802","8.7534294851962","9.22008846430184","8.529809957178","","",
"Low income","LIC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.25329893661174","2.38701919575135","2.35417483742196","2.34083494563912","3.2272257738956","4.02501586173084","5.40887830571235","6.18082530087169","7.1139923761913","7.65449649850783","10.1397896784703","10.4726920081453","10.1530986247013","10.4736267687402","11.456985253864","10.7954514787788","","",
"Liechtenstein","LIE","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4653236","0.40283802","0.2270668","1.09830285","0.47694507","0.72776196","1.67905012","1.16630659","1.1398519","2.02511225","1.87545188","1.29778539","0.96460738","1.36821879","1.57499372","1.33255369","","",
"Lower middle income","LMC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68063660218111","0.670494200515571","0.640841858011342","0.728105933429199","0.92270949024167","1.04154984949298","1.15406886747951","1.36584229870789","1.66277085985625","1.75774759651755","2.10225611044699","2.15957437164871","2.26596722588289","2.56121009718722","3.01981248368077","2.61304073119757","","",
"Low & middle income","LMY","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.751941345519909","1.0552407544996","1.14430941309443","1.4045008674502","1.64980789358659","1.89627478153839","2.12115036210584","2.74144634411537","2.79775248944607","3.08356829572578","2.93045964267491","3.47332171913797","3.24804923533009","","",
"Lesotho","LSO","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.88807513","4.81595506","7.14023307","6.69640585","7.66828759","13.77035026","20.54856932","19.17473296","32.64869963","33.2085277","39.42134599","32.88570375","23.91683575","","",
"Late-demographic dividend","LTE","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.252009811332918","0.481429210855067","0.360185481104938","0.469172388222545","0.545893886166324","0.602516706448465","0.743166247759055","0.99438845236916","1.01967473498752","1.66093284897737","0.902530182479125","1.24778791358513","1.34737339785077","","",
"Lithuania","LTU","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.87186132","1.02721326","0.81856668","0.98795472","0.0003764","0.00158174","0.00151474","0.00299265","0.00163205","0.06711792","0.42518357","0.46176024","0.43438229","0.45366164","1.35948028","2.6574522","","",
"Luxembourg","LUX","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.24443592","0.23990799","0.29915266","0.46100651","0.33491192","","",
"Latvia","LVA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.546237","1.99134903","","0.58496353","1.29100416","5.06947222","0.06439539","","","","","","","",
"Macao SAR, China","MAC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16255005","0.25917902","0.14548484","0.19361841","0.24236036","0.28304369","0.32123217","0.82730019","0.50651753","0.1578338","0.74507034","1.18418304","1.00155848","0.57590505","0.9614081","1.58249778","","",
"Monaco","MCO","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.28125933","1.46931019","3.47201561","4.16593889","4.76090961","6.90811062","22.53136971","23.72936048","15.76763866","17.95364416","22.98969777","26.31498431","13.57193642","","",
"Madagascar","MDG","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.83632745","3.15778129","3.10877896","1.77207109","3.09434997","3.96780993","4.2410112","3.41874142","4.45048498","5.66228585","3.50249578","6.40324897","4.05883815","4.11907105","5.91145232","5.61471799","","",
"Maldives","MDV","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.27257232","2.30519111","4.32640203","1.92056165","1.39148184","1.94513157","3.18012596","1.05327759","5.82088035","3.03529733","2.00232362","3.81837117","6.47331123","6.04956867","4.4372867","3.71296333","","",
"Middle East & North Africa","MEA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.477306114353103","1.03693697311375","0.577101584436725","1.6628496297221","2.22503824356868","1.83667950875094","2.10182090684297","1.95785724124004","2.15862609588883","2.38631658689863","2.1807408420343","","","","",
"Mexico","MEX","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154.27941487","140.27556867","142.45178113","148.94274311","208.79287168","360.02597253","414.98500326","230.60931776","253.51834616","232.07769495","257.62943252","206.12081763","210.19429201","208.75515693","221.48077432","248.67443484","","",
"Middle income","MIC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.589824292298546","0.830995307453354","0.841905030431747","0.976415290271341","1.15770319932763","1.31991950102093","1.48064311062314","1.84935823227721","1.85839323228005","2.18854297525531","1.9923924068565","2.46420768579702","2.27853967551819","","",
"Macedonia, FYR","MKD","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.02947958","3.16378697","3.4595067","6.63207775","2.62419129","9.40514313","5.45447849","2.10214107","3.58106199","3.93451705","0.93481358","2.7696814","1.11640585","","",
"Mali","MLI","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.73367569","0.54036502","0.72094839","0.61080751","1.28069826","1.28907499","1.89956103","3.318415","3.50582133","3.73615364","4.83875297","5.13147785","8.79336938","12.17531329","17.38975003","15.38430329","","",
"Malta","MLT","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07978742","0.92320868","0.23304187","0.28930141","","",
"Myanmar","MMR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03574726","0.03747541","0.1144545","0.12858838","0.08827128","0.06375959","0.13732322","0.22278782","0.51403866","0.98201162","1.68848005","1.10038883","2.38480149","1.63375585","3.71175764","1.82542631","","",
"Middle East & North Africa (excluding high income)","MNA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.483583324051381","1.05072705563654","0.584947663066474","1.04727022069772","1.63863459706775","1.04552278032503","1.41735861694948","1.20374201928275","1.31805426329945","1.51551481226832","1.53978304492217","2.47075051595028","1.93489284912877","","",
"Montenegro","MNE","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42779403","0.60916935","6.05397748","8.2927066","8.00974022","1.65465415","4.69060724","6.25620205","6.20332684","4.52356795","1.76544913","","",
"Mongolia","MNG","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.88339865","0.99574419","1.04180166","2.9890827","2.92137924","6.15837972","4.24207415","6.19167805","9.24781878","7.82642659","10.84005702","14.76859363","15.63860042","16.82873254","12.29889029","7.39663054","","",
"Northern Mariana Islands","MNP","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.16149899","5.60364836","10.05572108","9.62120203","11.16986167","14.30769831","17.75231956","17.98328481","19.59193131","19.54096253","19.80759558","20.37808402","24.071162","","",
"Mauritania","MRT","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.95623694","0.85507019","1.18473005","2.55332121","2.05345459","1.66727852","0.7918458","1.55029527","2.33710593","2.1947317","2.4310845","2.46365486","2.52248075","4.76633874","5.77978099","4.67882614","","",
"Mauritius","MUS","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18074531","0.05654462","0.07793434","0.1700817","0.39077049","3.24555928","7.54713622","10.98522739","18.83339645","11.11546623","7.17480291","2.32411917","13.75291525","","",
"Malawi","MWI","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.21859181","1.78154352","5.6725642","5.57930322","10.38878025","10.60311993","12.89184124","16.01935578","18.32750406","21.61564096","20.855835","24.72428781","22.47808565","26.31056656","21.6917062","18.30986614","","",
"Malaysia","MYS","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.046425","0.10299574","0.04193996","0.04706064","0.04418173","0.04636645","0.03044942","0.02356201","0.01478925","0.08965849","0.09745356","0.22663653","0.13141557","","",
"North America","NAC","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Namibia","NAM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.45745796","9.37123933","5.31850741","13.77461889","36.19694733","79.76692455","98.91667814","91.86720462","90.89154791","41.50359235","62.4497453","57.79804037","42.26667551","32.83277248","26.54641882","39.20109533","","",
"New Caledonia","NCL","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
